/home/dumball/code/new/lib/python3.11/site-packages/torch/nn/modules/loss.py:536: UserWarning: Using a target size (torch.Size([32, 1])) that is different to the input size (torch.Size([32, 2])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
Epoch: 34/10, Step: 1/4, Loss: 1.1351
Epoch: 35/10, Step: 1/4, Loss: 1.0503
Epoch: 36/10, Step: 1/4, Loss: 1.2368
Epoch: 37/10, Step: 1/4, Loss: 1.4041
Epoch: 38/10, Step: 1/4, Loss: 0.9290
Epoch: 39/10, Step: 1/4, Loss: 1.3231
Epoch: 40/10, Step: 1/4, Loss: 1.3255
Epoch: 41/10, Step: 1/4, Loss: 1.0005
Epoch: 42/10, Step: 1/4, Loss: 1.1583
Epoch: 43/10, Step: 1/4, Loss: 0.8689
Epoch: 44/10, Step: 1/4, Loss: 0.9239
Epoch: 45/10, Step: 1/4, Loss: 1.1419
Epoch: 46/10, Step: 1/4, Loss: 1.0425
Epoch: 47/10, Step: 1/4, Loss: 0.9845
Epoch: 48/10, Step: 1/4, Loss: 1.1033
Epoch: 49/10, Step: 1/4, Loss: 1.0116
Epoch: 50/10, Step: 1/4, Loss: 1.4812
Epoch: 51/10, Step: 1/4, Loss: 1.0985
Epoch: 52/10, Step: 1/4, Loss: 1.1073
Epoch: 53/10, Step: 1/4, Loss: 1.2836
Epoch: 54/10, Step: 1/4, Loss: 1.1748
Epoch: 55/10, Step: 1/4, Loss: 1.1058
Epoch: 56/10, Step: 1/4, Loss: 0.8173
Epoch: 57/10, Step: 1/4, Loss: 1.0214
Epoch: 58/10, Step: 1/4, Loss: 1.1097
Epoch: 59/10, Step: 1/4, Loss: 0.9649
Epoch: 60/10, Step: 1/4, Loss: 1.1748
Epoch: 61/10, Step: 1/4, Loss: 1.1252
Epoch: 62/10, Step: 1/4, Loss: 1.2148
Epoch: 63/10, Step: 1/4, Loss: 0.8669
Epoch: 64/10, Step: 1/4, Loss: 1.3589
Epoch: 65/10, Step: 1/4, Loss: 1.3424
Epoch: 66/10, Step: 1/4, Loss: 0.8454
Epoch: 67/10, Step: 1/4, Loss: 1.3351
Epoch: 68/10, Step: 1/4, Loss: 1.1072
Epoch: 69/10, Step: 1/4, Loss: 1.5425
Epoch: 70/10, Step: 1/4, Loss: 1.1182
Epoch: 71/10, Step: 1/4, Loss: 0.9566
Epoch: 72/10, Step: 1/4, Loss: 1.0923
Epoch: 73/10, Step: 1/4, Loss: 1.1078
Epoch: 74/10, Step: 1/4, Loss: 1.0656
Epoch: 75/10, Step: 1/4, Loss: 0.9688
Epoch: 76/10, Step: 1/4, Loss: 1.0969
Epoch: 77/10, Step: 1/4, Loss: 0.8954
Epoch: 78/10, Step: 1/4, Loss: 0.9644
Epoch: 79/10, Step: 1/4, Loss: 0.9870
Epoch: 80/10, Step: 1/4, Loss: 1.2035
Epoch: 81/10, Step: 1/4, Loss: 0.9459
Epoch: 82/10, Step: 1/4, Loss: 1.0640
Epoch: 83/10, Step: 1/4, Loss: 1.1202
Epoch: 84/10, Step: 1/4, Loss: 0.7517
Epoch: 85/10, Step: 1/4, Loss: 1.0043
Epoch: 86/10, Step: 1/4, Loss: 1.2719
Epoch: 87/10, Step: 1/4, Loss: 1.2746
Epoch: 88/10, Step: 1/4, Loss: 1.1733
Epoch: 89/10, Step: 1/4, Loss: 0.7616
Epoch: 90/10, Step: 1/4, Loss: 1.2864
Epoch: 91/10, Step: 1/4, Loss: 1.0367
Epoch: 92/10, Step: 1/4, Loss: 1.3062
Epoch: 93/10, Step: 1/4, Loss: 1.1614
Epoch: 94/10, Step: 1/4, Loss: 1.0385
Epoch: 95/10, Step: 1/4, Loss: 1.0002
Epoch: 96/10, Step: 1/4, Loss: 1.4066
Epoch: 97/10, Step: 1/4, Loss: 1.1363
Epoch: 98/10, Step: 1/4, Loss: 1.1772
Epoch: 99/10, Step: 1/4, Loss: 1.1741
Epoch: 100/10, Step: 1/4, Loss: 1.2089
Training complete!
