/home/dumball/code/new/lib/python3.11/site-packages/torch/nn/modules/loss.py:536: UserWarning: Using a target size (torch.Size([32, 1])) that is different to the input size (torch.Size([32, 2])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
Epoch: 34/10, Step: 1/4, Loss: 1.2374
Epoch: 35/10, Step: 1/4, Loss: 1.0139
Epoch: 36/10, Step: 1/4, Loss: 1.1826
Epoch: 37/10, Step: 1/4, Loss: 1.1979
Epoch: 38/10, Step: 1/4, Loss: 1.1077
Epoch: 39/10, Step: 1/4, Loss: 1.0148
Epoch: 40/10, Step: 1/4, Loss: 1.3810
Epoch: 41/10, Step: 1/4, Loss: 0.7181
Epoch: 42/10, Step: 1/4, Loss: 1.0452
Epoch: 43/10, Step: 1/4, Loss: 1.0131
Epoch: 44/10, Step: 1/4, Loss: 1.0691
Epoch: 45/10, Step: 1/4, Loss: 1.1343
Epoch: 46/10, Step: 1/4, Loss: 0.9641
Epoch: 47/10, Step: 1/4, Loss: 1.0475
Epoch: 48/10, Step: 1/4, Loss: 1.2326
Epoch: 49/10, Step: 1/4, Loss: 0.9220
Epoch: 50/10, Step: 1/4, Loss: 1.1730
Epoch: 51/10, Step: 1/4, Loss: 1.1937
Epoch: 52/10, Step: 1/4, Loss: 1.4295
Epoch: 53/10, Step: 1/4, Loss: 1.2318
Epoch: 54/10, Step: 1/4, Loss: 1.4046
Epoch: 55/10, Step: 1/4, Loss: 1.2192
Epoch: 56/10, Step: 1/4, Loss: 1.1543
Epoch: 57/10, Step: 1/4, Loss: 1.0619
Epoch: 58/10, Step: 1/4, Loss: 1.2221
Epoch: 59/10, Step: 1/4, Loss: 1.1976
Epoch: 60/10, Step: 1/4, Loss: 1.0517
Epoch: 61/10, Step: 1/4, Loss: 1.1461
Epoch: 62/10, Step: 1/4, Loss: 1.0079
Epoch: 63/10, Step: 1/4, Loss: 0.9545
Epoch: 64/10, Step: 1/4, Loss: 1.0081
Epoch: 65/10, Step: 1/4, Loss: 1.0008
Epoch: 66/10, Step: 1/4, Loss: 0.9708
Epoch: 67/10, Step: 1/4, Loss: 1.4312
Epoch: 68/10, Step: 1/4, Loss: 1.4427
Epoch: 69/10, Step: 1/4, Loss: 1.2490
Epoch: 70/10, Step: 1/4, Loss: 1.0422
Epoch: 71/10, Step: 1/4, Loss: 0.9599
Epoch: 72/10, Step: 1/4, Loss: 1.0656
Epoch: 73/10, Step: 1/4, Loss: 1.0100
Epoch: 74/10, Step: 1/4, Loss: 1.0328
Epoch: 75/10, Step: 1/4, Loss: 1.5026
Epoch: 76/10, Step: 1/4, Loss: 0.9692
Epoch: 77/10, Step: 1/4, Loss: 0.9410
Epoch: 78/10, Step: 1/4, Loss: 1.0280
Epoch: 79/10, Step: 1/4, Loss: 1.0525
Epoch: 80/10, Step: 1/4, Loss: 1.3092
Epoch: 81/10, Step: 1/4, Loss: 1.2394
Epoch: 82/10, Step: 1/4, Loss: 0.8316
Epoch: 83/10, Step: 1/4, Loss: 1.0301
Epoch: 84/10, Step: 1/4, Loss: 1.2091
Epoch: 85/10, Step: 1/4, Loss: 1.0773
Epoch: 86/10, Step: 1/4, Loss: 1.3503
Epoch: 87/10, Step: 1/4, Loss: 0.9772
Epoch: 88/10, Step: 1/4, Loss: 1.1208
Epoch: 89/10, Step: 1/4, Loss: 1.0562
Epoch: 90/10, Step: 1/4, Loss: 0.9909
Epoch: 91/10, Step: 1/4, Loss: 0.9877
Epoch: 92/10, Step: 1/4, Loss: 1.0047
Epoch: 93/10, Step: 1/4, Loss: 0.8401
Epoch: 94/10, Step: 1/4, Loss: 0.7753
Epoch: 95/10, Step: 1/4, Loss: 1.1409
Epoch: 96/10, Step: 1/4, Loss: 0.9631
Epoch: 97/10, Step: 1/4, Loss: 0.9352
Epoch: 98/10, Step: 1/4, Loss: 1.0263
Epoch: 99/10, Step: 1/4, Loss: 1.0006
Epoch: 100/10, Step: 1/4, Loss: 0.8686
Training complete!
